,company,position,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus
281,Elevate Credit,Data Scientist,"$111,508/yr",$87K,$168K,"$111,508","$12,417","$12,417",
282,Siemens,Data Scientist,"$82,057/yr",$51K,$122K,"$82,057","$10,310","$10,310",
283,Credit Karma,Data Scientist,"$182,000/yr",$144K,$233K,"$182,000","$26,427","$26,427","$36,427"
284,Capital One,Data Scientist - Hourly Intern,$32/hr,$26,$46,,,,
285,Citrine Informatics,Data Scientist,"$102,031/yr",$83K,$109K,"$102,031",No Reports,,
286,Piezos,Data Scientist,"$119,355/yr",$119K,$119K,"$119,355",No Reports,,
287,CoreLogic,Data Scientist,"$103,739/yr",$97K,$127K,"$103,739","$8,968","$8,968","$3,104"
288,The Richards Group,Data Scientist,"$64,279/yr",$61K,$76K,"$64,279",No Reports,,
289,1010data,Data Scientist,"$96,929/yr",$93K,$107K,"$96,929","$10,765","$10,765",
290,Via Transportation,Data Scientist,"$120,955/yr",$88K,$140K,"$120,955",No Reports,,
291,Biogen,Data Scientist,"$141,083/yr",$131K,$158K,"$141,083","$15,748","$15,748","$15,095"
292,DXC Technology,Data Scientist,"$70,798/yr",$62K,$91K,"$70,798",No Reports,,
293,GoDaddy,Data Scientist,"$122,437/yr",$110K,$131K,"$122,437",No Reports,,
294,Audible,Data Scientist,"$118,761/yr",$90K,$125K,"$118,761",No Reports,,"$29,279"
295,Unity Technologies,Data Scientist,"$121,030/yr",$90K,$148K,"$121,030",No Reports,,
296,HERE Technologies,Data Scientist,"$107,998/yr",$89K,$145K,"$107,998",$15,$15,$15
297,Stripe,Data Scientist,"$167,331/yr",$159K,$224K,"$167,331",No Reports,,
298,NYC Data Science Academy,Data Scientist,"$122,437/yr",$96K,$137K,"$122,437",No Reports,,
299,Nokia,Data Scientist,"$128,000/yr",$118K,$135K,$28,No Reports,,
300,Epsilon,Data Scientist,"$128,462/yr",$127K,$181K,"$128,462","$18,635","$18,635",
301,Rakuten Advertising,Data Scientist,"$117,293/yr",$103K,$131K,"$117,293","$13,055","$13,055","$10,444"
302,Tapjoy,Data Scientist,"$127,438/yr",$117K,$140K,"$127,438","$12,744","$12,744",
303,"NextEra Energy, Inc.",Data Scientist,"$88,561/yr",$64K,$113K,"$88,561","$5,072","$5,072",
304,USAA,Data Scientist,"$98,309/yr",$91K,$127K,"$98,309","$15,109","$15,109",
305,Instacart,Data Scientist,"$151,977/yr",$148K,$213K,"$151,977",No Reports,,"$124,496"
306,Vanguard,Data Scientist,"$110,000/yr",$71K,$146K,"$110,000","$10,001","$10,001",$1
307,UL,Data Scientist,"$76,717/yr",$73K,$110K,"$76,717","$8,443","$5,102","$11,785"
308,Nokia,Data Scientist - Hourly Intern,$28/hr,$20,$42,,,,
309,OnDeck,Data Scientist,"$101,121/yr",$93K,$153K,"$101,121","$12,288","$12,288","$8,206"
310,Samba TV,Data Scientist,"$122,437/yr",$113K,$139K,"$122,437",No Reports,,
311,Best Buy,Data Scientist,"$107,132/yr",$102K,$124K,"$107,132","$23,320","$23,320",
312,Optimal CAE,Data Scientist,"$102,031/yr",$78K,$137K,"$102,031",No Reports,,
313,AspenTech,Data Scientist,"$81,625/yr",$79K,$115K,"$81,625","$3,254","$3,254",
314,Apollo Education Group,Data Scientist,"$150,200/yr",$132K,$152K,"$150,200",No Reports,,"$15,624"
315,Chubb,Data Scientist,"$119,654/yr",$81K,$150K,"$119,654","$18,364","$15,062","$6,603"
316,Kemper,Data Scientist,"$112,990/yr",$99K,$132K,"$112,990",No Reports,,
317,Slack,Data Scientist,"$147,601/yr",$146K,$161K,"$147,601","$15,518","$15,518","$62,071"
318,6sense,Data Scientist,"$125,201/yr",$101K,$142K,"$125,201","$10,836","$10,836",
319,Centene,Data Scientist,"$85,864/yr",$74K,$101K,"$85,864","$4,041","$4,041",
320,Pfizer,Data Scientist - Hourly Intern,$30/hr,$17,$30,,,,
321,Excellus BlueCross BlueShield,Data Scientist,"$66,603/yr",$57K,$114K,"$66,603",$4,$4,
322,automotiveMastermind,Data Scientist,"$121,380/yr",$99K,$171K,"$121,380","$10,472","$10,472",
323,Medidata Solutions,Data Scientist,"$123,892/yr",$102K,$130K,"$123,892","$12,800","$12,800",
324,Pratt & Whitney,Data Scientist,"$93,067/yr",$81K,$106K,"$93,067",No Reports,,
325,Snap,Data Scientist,"$132,066/yr",$125K,$168K,"$132,066",$17,,$17
326,CVS Health,Data Scientist,"$118,919/yr",$108K,$123K,"$118,919","$5,170","$5,170",
327,Nirvana Enterprises,Data Scientist,"$89,787/yr",$81K,$113K,"$89,787",No Reports,,
328,Siemens,Data Scientist - Hourly Intern,$29/hr,$28,$37,,,,
329,WeWork,Data Scientist,"$124,166/yr",$82K,$222K,"$124,166",No Reports,,
330,Dropbox,Data Scientist,"$108,231/yr",$77K,$176K,"$108,231","$15,562","$15,562","$42,751"
331,Genentech,Data Scientist,"$146,602/yr",$143K,$181K,"$146,602",No Reports,,
332,Sprint,Data Scientist,"$96,252/yr",$93K,$101K,"$96,252","$12,579","$9,936","$2,643"
333,TrueMotion,Data Scientist,"$123,474/yr",$98K,$135K,"$123,474",No Reports,,
334,Vectra AI,Data Scientist,"$136,721/yr",$132K,$138K,"$136,721",No Reports,,
335,GroundTruth,Data Scientist,"$119,000/yr",$114K,$143K,"$119,000","$20,657","$20,657",
336,Citadel,Data Scientist,"$167,934/yr",$103K,$194K,"$167,934",No Reports,,
337,Walmart eCommerce,Data Scientist - Monthly Intern,"$8,506/mo",$8K,$9K,,,,
338,Datascope Analytics,Data Scientist,"$85,657/yr",$81K,$106K,"$85,657","$5,282",,"$5,282"
339,ID Analytics,Data Scientist,"$115,493/yr",$112K,$116K,"$115,493","$13,596","$15,995","$11,197"
340,Xometry,Data Scientist,"$114,735/yr",$73K,$128K,"$114,735","$15,930","$15,930",
341,Kearney,Data Scientist,"$161,209/yr",$161K,$181K,"$161,209","$31,022","$31,022",
342,The Climate Corp,Data Scientist,"$135,273/yr",$109K,$150K,"$135,273","$6,048","$6,048",$33
343,RichRelevance,Data Scientist,"$98,362/yr",$89K,$132K,"$98,362","$7,703","$7,703",
344,Randstad US,Data Scientist,"$101,418/yr",$97K,$117K,"$101,418","$5,085","$5,085",
345,Pfizer,Data Scientist,"$97,411/yr",$85K,$103K,$30,No Reports,,
346,PK,Data Scientist,"$112,158/yr",$102K,$122K,"$112,158","$11,105","$11,105",
347,Neal Analytics,Data Scientist,"$109,096/yr",$103K,$122K,"$109,096","$17,453","$17,453",
348,KBR,Data Scientist,"$86,200/yr",$63K,$132K,"$86,200",No Reports,,
349,CA Technologies,Data Scientist,"$107,567/yr",$87K,$184K,"$107,567","$6,726","$6,726","$7,648"
350,CME Group,Data Scientist,"$105,656/yr",$98K,$138K,"$105,656","$31,933","$21,289","$10,644"
351,Fareportal,Data Scientist,"$71,422/yr",$71K,$101K,"$71,422","$8,091","$8,091",
352,University of Pittsburgh,Data Scientist,"$86,574/yr",$75K,$90K,"$86,574",No Reports,,
353,Reliable Software Resources,Data Scientist,"$79,584/yr",$71K,$88K,"$79,584",No Reports,,
354,Afiniti,Data Scientist,"$121,240/yr",$86K,$125K,"$121,240","$10,032","$10,032",
355,Qcentum Technologies,Data Scientist,"$89,787/yr",$80K,$100K,"$89,787",No Reports,,
356,Uber,Data Scientist - Hourly Intern,$51/hr,$42,$56,,,,
357,Hotwire,Data Scientist,"$126,988/yr",$112K,$152K,"$126,988","$15,152","$15,152",
358,Credit Suisse,Data Scientist,"$81,646/yr",$67K,$98K,"$81,646","$10,402","$10,402",
359,National Oilwell Varco,Data Scientist,"$99,277/yr",$93K,$112K,"$99,277","$10,170","$10,170",
360,Credit Suisse,Data Scientist,"$81,646/yr",$67K,$98K,"$81,646","$10,402","$10,402",
361,National Oilwell Varco,Data Scientist,"$99,277/yr",$93K,$112K,"$99,277","$10,170","$10,170",
362,Sema4,Data Scientist,"$93,312/yr",$86K,$173K,"$93,312","$17,277","$17,277",
363,Celonis,Data Scientist,"$84,175/yr",$73K,$87K,"$84,175",No Reports,,
364,IBM,Data Scientist - Hourly,$47/hr,$31,$74,$33,No Reports,,
365,Wayfair,Data Scientist - Monthly Intern,"$5,297/mo",$3K,$6K,,,,
366,Live Nation Entertainment,Data Scientist,"$123,729/yr",$82K,$170K,"$123,729","$5,525","$5,525",
367,KeepTruckin,Data Scientist,"$158,148/yr",$152K,$173K,"$158,148",No Reports,,
368,Mitchell International,Data Scientist,"$84,121/yr",$82K,$94K,"$84,121",No Reports,,
369,CareerBuilder,Data Scientist,"$93,767/yr",$84K,$106K,"$93,767","$10,532","$10,532",
370,XSELL Technologies,Data Scientist,"$73,018/yr",$71K,$82K,"$73,018","$3,547","$3,547",
371,HERE Technologies,Data Scientist - Hourly Intern,$37/hr,$27,$42,,,,
372,Fred Hutchinson Cancer Research Center,Data Scientist,"$93,021/yr",$92K,$135K,"$93,021",No Reports,,
373,Aunalytics,Data Scientist,"$72,865/yr",$71K,$73K,"$72,865","$7,142","$7,142",$2
374,Verizon,Data Scientist - Hourly Intern,$23/hr,$16,$42,,,,
375,FLEXASOFT,Data Scientist,"$97,580/yr",$98K,$112K,"$97,580",No Reports,,
376,Bayer,Data Scientist - Hourly Intern,$24/hr,$21,$39,,,,
377,Rakuten,Data Scientist,"$137,063/yr",$105K,$171K,"$137,063","$6,025","$6,025","$10,940"
378,Cotiviti,Data Scientist,"$93,641/yr",$85K,$115K,"$95,756","$15,708",,"$15,708"
379,Grand Rounds,Data Scientist,"$143,135/yr",$138K,$151K,"$143,135",No Reports,,
380,Tala,Data Scientist,"$98,515/yr",$66K,$116K,"$98,515",No Reports,,
381,Publishers Clearing House,Data Scientist,"$100,028/yr",$82K,$115K,"$100,028",No Reports,,
382,Facebook,Data Scientist - Hourly Intern,$44/hr,$38,$52,,,,
383,FabFitFun,Data Scientist,"$142,683/yr",$97K,$158K,"$142,683",No Reports,,
384,Chegg,Data Scientist - Monthly Intern,"$5,719/mo",$5K,$8K,,,,
385,Nuna,Data Scientist,"$135,144/yr",$124K,$140K,"$135,144",No Reports,,
386,IBM,Data Scientist - Monthly,"$9,821/mo",$7K,$11K,"$124,166","$3,173","$5,087","$30,508"
387,Confluent,Data Scientist,"$166,059/yr",$160K,$173K,"$166,059",No Reports,,
388,Nationwide,Data Scientist,"$99,341/yr",$93K,$105K,"$99,341","$2,680","$2,680",
389,Worldpay,Data Scientist,"$91,809/yr",$76K,$104K,"$91,809","$12,965","$12,965","$14,247"
390,Raise Marketplace,Data Scientist,"$91,259/yr",$68K,$114K,"$91,259",No Reports,,
391,Intuit,Data Scientist - Hourly Intern,$53/hr,$42,$56,,,,
392,The Hartford,Data Scientist - Hourly Intern,$31/hr,$31,$32,,,,
393,Mastercard,Data Scientist,"$124,157/yr",$84K,$154K,"$124,157","$36,784","$22,293","$8,072"
394,StumbleUpon,Data Scientist,"$127,585/yr",$126K,$179K,"$127,585","$11,187","$11,187",
395,Ipsos,Data Scientist,"$80,838/yr",$77K,$124K,"$80,838",No Reports,,
396,Gap,Data Scientist,"$135,112/yr",$124K,$146K,"$135,112","$21,908","$21,908",
397,Credit Sesame,Data Scientist,"$139,624/yr",$134K,$143K,"$139,624","$12,991","$12,991","$6,495"
398,US Air Force,Data Scientist,"$112,589/yr",$99K,$151K,"$112,589","$52,853","$52,853","$52,853"
399,HomeAway,Data Scientist,"$121,522/yr",$80K,$140K,"$121,522",No Reports,,
400,Rifiniti,Data Scientist,"$81,449/yr",$52K,$129K,"$81,449","$8,909","$8,909",
401,Shipt,Data Scientist,"$111,016/yr",$81K,$132K,"$111,016",No Reports,,"$10,137"
402,WellCare,Data Scientist,"$94,994/yr",$78K,$103K,"$94,994","$21,821","$21,821",
403,Sencom,Data Scientist,"$93,731/yr",$90K,$101K,"$93,731",No Reports,,
404,Chase,Data Scientist,"$108,477/yr",$94K,$112K,"$108,477","$8,248","$8,248",
405,Hulu,Data Scientist,"$133,951/yr",$130K,$153K,"$133,951","$15,967","$15,967",
406,Humu,Data Scientist,"$96,929/yr",$77K,$117K,"$96,929",No Reports,,
407,Sears,Data Scientist - Hourly Intern,$33/hr,$20,$44,,,,
408,IHS,Data Scientist,"$109,333/yr",$102K,$118K,$80K - $113K,$80K - $113K,$5K - $6K,$2K - $3K
409,Knewton,Data Scientist,"$145,429/yr",$137K,$165K,"$145,429",No Reports,,"$32,848"
410,S&P Global,Data Scientist,"$137,691/yr",$76K,$143K,"$137,691","$7,603","$7,603",
411,Munich Re,Data Scientist,"$93,943/yr",$81K,$112K,"$93,943","$3,540","$3,540",
412,Wave Solutions,Data Scientist - Hourly,$48/hr,$46,$54,$48,No Reports,,
413,84.51°,Data Scientist - Hourly Intern,$25/hr,$25,$26,,,,
414,Johnson Controls,Data Scientist,"$108,146/yr",$102K,$125K,"$108,146",No Reports,,
415,Redfin,Data Scientist,"$99,718/yr",$93K,$106K,"$99,718",No Reports,,"$26,410"
416,IronNet Cybersecurity,Data Scientist,"$100,907/yr",$87K,$126K,"$100,907","$8,144","$8,144",
417,GitHub,Data Scientist,"$123,086/yr",$121K,$154K,"$123,086",No Reports,,
418,Novant Health,Data Scientist - Hourly,$49/hr,$25,$49,$49,No Reports,,
419,Pinterest,Data Scientist,"$151,895/yr",$137K,$169K,"$151,895",$1,$1,$1
420,Twitter,Data Scientist - Hourly Intern,$48/hr,$44,$55,,,,
421,Wealthfront,Data Scientist,"$175,045/yr",$155K,$201K,"$175,045",No Reports,,
422,Schneider,Data Scientist,"$76,523/yr",$77K,$82K,"$76,523",No Reports,,
423,Novetta,Data Scientist,"$113,896/yr",$102K,$146K,"$107,034",No Reports,,
424,Advisory Board,Data Scientist,"$107,168/yr",$90K,$113K,"$107,168","$15,930","$15,930",
425,Ford Motor Company,Data Scientist - Hourly Intern,$30/hr,$29,$53,,,,
426,United Technologies,Data Scientist,"$112,699/yr",$85K,$141K,"$112,699","$12,496","$12,496",
427,Waste Management,Data Scientist,"$80,516/yr",$76K,$88K,"$80,516","$11,427","$11,427",
428,Gro Intelligence,Data Scientist,"$129,825/yr",$111K,$163K,"$129,825",No Reports,,
429,National Security Innovations,Data Scientist,"$78,295/yr",$74K,$84K,"$78,295","$5,262","$5,262",
430,Annalect,Data Scientist,"$101,682/yr",$77K,$103K,"$101,682",No Reports,,
431,Cigna,Data Scientist,"$108,906/yr",$96K,$117K,"$108,906","$10,472","$10,472",
432,Trexquant Investment,Data Scientist,"$96,795/yr",$97K,$122K,"$96,795",No Reports,,
433,Sovrn,Data Scientist,"$100,940/yr",$93K,$108K,"$100,940",No Reports,,
434,zulily,Data Scientist,"$120,328/yr",$112K,$128K,"$120,328",No Reports,,
435,Federal Government,Data Scientist,"$107,155/yr",$85K,$121K,"$107,155",No Reports,,
436,Automated Insights,Data Scientist,"$64,087/yr",$60K,$88K,"$64,087","$1,547","$1,547",
437,Altisource,Data Scientist,"$132,353/yr",$126K,$147K,"$132,353","$19,810","$19,810",
438,XL Softek,Data Scientist,"$77,271/yr",$74K,$81K,"$77,271",No Reports,,
439,Kabbage,Data Scientist - Hourly Intern,$30/hr,$21,$45,,,,
440,L3Harris,Data Scientist,"$103,576/yr",$79K,$130K,"$103,576",No Reports,,
441,Starbucks,Data Scientist,"$113,604/yr",$98K,$121K,"$113,604","$7,738","$7,738","$4,025"
442,Carvana,Data Scientist,"$114,892/yr",$96K,$181K,"$114,892","$28,491","$28,491",
443,Genscape,Data Scientist,"$64,796/yr",$58K,$106K,"$64,796","$5,616","$5,616",
444,eBay,Data Scientist - Hourly Intern,$41/hr,$41,$45,,,,
445,Raytheon Technologies,Data Scientist,"$105,858/yr",$74K,$120K,"$105,858","$3,573","$3,573",
446,Innowatts,Data Scientist,"$79,822/yr",$68K,$101K,"$79,822","$9,098","$9,098","$3,044"
447,Aptima,Data Scientist,"$103,292/yr",$96K,$116K,"$103,292",No Reports,,
448,Pocket Gems,Data Scientist,"$136,571/yr",$103K,$143K,"$136,571","$14,142","$14,142",
449,Freddie Mac,Data Scientist,"$115,609/yr",$95K,$136K,"$115,609","$20,896","$20,896",
450,LendUp,Data Scientist,"$127,957/yr",$120K,$130K,"$127,957","$5,278","$5,278",
451,Robinhood,Data Scientist,"$134,293/yr",$128K,$148K,"$134,293",No Reports,,
452,Savvysherpa,Data Scientist,"$93,566/yr",$88K,$106K,"$93,566","$10,620","$10,620",
453,RBUs,Data Scientist,"$111,439/yr",$91K,$117K,"$111,439",No Reports,,
454,Priceline.com,Data Scientist,"$124,255/yr",$107K,$136K,"$124,255","$19,446","$19,446","$5,402"
455,PRA Health Sciences,Data Scientist,"$92,243/yr",$73K,$104K,"$92,243","$7,010","$7,010",
456,Cablevision Systems,Data Scientist - Hourly Intern,$45/hr,$43,$48,,,,
457,AppLab Systems,Data Scientist,"$114,275/yr",$112K,$122K,"$114,275",No Reports,,
458,MECLABS,Data Scientist,"$55,593/yr",$48K,$64K,"$55,593","$2,192",,"$2,192"
459,CCC Information Services,Data Scientist - Hourly Intern,$25/hr,$20,$48,,,,
460,Pinsight Media,Data Scientist - Hourly Intern,$33/hr,$27,$38,,,,
461,Zynga,Data Scientist,"$139,960/yr",$130K,$157K,"$139,960",No Reports,,
462,Elicit,Data Scientist,"$111,957/yr",$112K,$167K,"$111,957","$11,186","$13,963",$1
463,TEKsystems,Data Scientist - Hourly,$41/hr,$38,$48,$41,No Reports,,
464,Hudl,Data Scientist - Hourly Intern,$24/hr,$22,$27,,,,
465,Case Commons,Data Scientist,"$119,183/yr",$93K,$125K,"$119,183",No Reports,,
466,Fulcrum Analytics,Data Scientist,"$94,241/yr",$94K,$107K,"$94,241","$5,179","$5,179",
467,ViacomCBS,Data Scientist,"$85,153/yr",$61K,$123K,"$85,153",No Reports,,
468,American Automobile Association (AAA),Data Scientist,"$100,000/yr",$71K,$134K,"$100,000","$5,691","$5,691",
469,Liberty Mutual Insurance,Data Scientist - Hourly Intern,$43/hr,$18,$57,,,,
470,Novartis,Data Scientist,"$133,506/yr",$102K,$207K,"$133,506",No Reports,,
471,BMW of North America,Data Scientist - Hourly Intern,$15/hr,$15,$24,,,,
472,Gracenote,Data Scientist,"$102,031/yr",$96K,$130K,"$102,031",No Reports,,
473,MoneyLion,Data Scientist,"$88,048/yr",$71K,$122K,"$88,048",No Reports,,
474,Vungle,Data Scientist,"$129,340/yr",$115K,$130K,"$129,340","$10,347","$10,347","$19,278"
475,Altice,Data Scientist,"$97,304/yr",$86K,$107K,"$97,304","$10,737","$10,737",
476,IRS,Data Scientist,"$114,968/yr",$106K,$139K,"$114,968","$1,257","$1,257",
477,Kelly,Data Scientist,"$92,795/yr",$83K,$112K,"$92,795",No Reports,,
478,GE Digital,Data Scientist,"$120,971/yr",$95K,$134K,"$120,971","$12,038","$12,038",
479,Conduent,Data Scientist - Hourly Intern,$30/hr,$21,$31,,,,
480,Conduent,Data Scientist - Hourly Intern,$30/hr,$21,$31,,,,
481,Dataminr,Data Scientist,"$144,867/yr",$144K,$212K,"$144,867",No Reports,,
482,ZF Group,Data Scientist,"$114,917/yr",$81K,$121K,"$114,917","$5,054","$5,054",
483,Insight Global,Data Scientist - Hourly Contractor,$69/hr,$54,$77,,,,
484,NICE Actimize,Data Scientist,"$119,976/yr",$101K,$120K,"$119,976","$8,124","$8,124",
485,Comrise,Data Scientist,"$54,698/yr",$54K,$68K,"$54,698",No Reports,,
486,LivePerson,Data Scientist,"$132,640/yr",$133K,$138K,"$132,640",No Reports,,
487,SpotX,Data Scientist,"$87,639/yr",$48K,$90K,"$87,639","$3,378","$3,378",
488,Belcan,Data Scientist - Hourly,$36/hr,$34,$38,$36,No Reports,,
489,Ameritas Life Insurance Corp,Data Scientist,"$70,221/yr",$70K,$83K,"$70,221",No Reports,,
490,Riot Games,Data Scientist,"$148,574/yr",$135K,$234K,"$148,574","$23,989","$23,989",
491,Nestlé USA,Data Scientist,"$122,437/yr",$115K,$132K,"$122,437",No Reports,,
492,HP Inc.,Data Scientist - Hourly Intern,$24/hr,$24,$24,,,,
493,Avant,Data Scientist,"$98,371/yr",$85K,$106K,"$98,371",No Reports,,
494,Media Assembly,Data Scientist,"$85,627/yr",$71K,$92K,"$85,627",No Reports,,
495,Nationwide,Data Scientist - Hourly Intern,$21/hr,$20,$25,,,,
496,Pivotal,Data Scientist,"$150,096/yr",$141K,$151K,"$150,096",No Reports,,
497,Pieces Technologies,Data Scientist,"$117,087/yr",$92K,$118K,"$117,087",No Reports,,
498,K12,Data Scientist,"$111,996/yr",$90K,$124K,"$111,996",No Reports,,
499,QuaEra,Data Scientist,"$73,748/yr",$71K,$74K,"$73,748",No Reports,,
500,MarketDial,Data Scientist,"$81,240/yr",$81K,$83K,"$81,240",No Reports,,$507
501,Arundo Analytics,Data Scientist,"$130,599/yr",$105K,$185K,"$130,599","$7,056","$7,056",
502,UC San Francisco,Data Scientist,"$126,831/yr",$124K,$153K,"$126,831",No Reports,,
503,Neustar,Data Scientist,"$102,017/yr",$94K,$106K,"$102,017","$6,053","$6,053",
504,Cardinal Innovations Healthcare,Data Scientist,"$78,454/yr",$78K,$91K,"$78,454",No Reports,,
505,Mattersight,Data Scientist,"$103,452/yr",$98K,$114K,"$103,452","$6,491","$6,491","$6,491"
506,Rackspace Technology,Data Scientist,"$94,210/yr",$71K,$107K,"$94,210","$10,650","$10,650",
507,Agero,Data Scientist,"$111,510/yr",$90K,$116K,"$111,510",$8,$8,
508,Stanford Health Care,Data Scientist,"$101,016/yr",$70K,$147K,"$101,016",No Reports,,
509,Itron,Data Scientist,"$155,208/yr",$89K,$191K,"$155,208","$10,347","$10,347",
510,Applecart,Data Scientist,"$107,132/yr",$97K,$150K,"$107,132","$21,474","$21,474",
511,IntegriChain,Data Scientist,"$74,784/yr",$54K,$91K,"$74,784","$3,040","$3,040",
512,Piper Companies,Data Scientist - Hourly,$40/hr,$34,$57,$40,No Reports,,
513,tispr,Data Scientist,"$64,790/yr",$61K,$69K,"$64,790",No Reports,,
514,Ntrepid,Data Scientist,"$111,044/yr",$87K,$127K,"$111,044","$5,040","$5,040",
515,Criteo,Data Scientist,"$134,678/yr",$135K,$135K,"$134,678",No Reports,,
516,Gartner,Data Scientist - Hourly Intern,$22/hr,$21,$26,,,,
517,Neal Analytics,Data Scientist - Hourly Contractor,$55/hr,$53,$57,,,,
518,Human Longevity,Data Scientist,"$155,675/yr",$103K,$185K,"$155,675","$14,219","$14,219",
519,Booz Allen Hamilton,Data Scientist - Hourly Intern,$27/hr,$22,$30,,,,
520,Altamira Technologies,Data Scientist,"$107,973/yr",$103K,$127K,"$107,973",No Reports,,
521,dataxu,Data Scientist,"$110,055/yr",$106K,$136K,"$110,055","$8,343","$8,343",
522,American Family Insurance,Data Scientist - Hourly Intern,$40/hr,$21,$41,,,,
523,Adecco Group,Data Scientist - Hourly,$46/hr,$37,$46,$46,No Reports,,
524,Danaher,Data Scientist,"$137,569/yr",$81K,$144K,"$137,569","$22,011","$22,011",
525,SoKat Consulting,Data Scientist,"$96,795/yr",$77K,$97K,"$96,795",No Reports,,
526,Return Path,Data Scientist,"$102,365/yr",$73K,$111K,,,,
527,Discover,Data Scientist,"$89,160/yr",$80K,$116K,"$89,160","$5,174","$5,174",
528,Intouch Solutions,Data Scientist,"$102,623/yr",$93K,$112K,"$102,623","$6,464","$5,155","$2,618"
529,Metromile,Data Scientist,"$143,698/yr",$129K,$176K,"$143,698",No Reports,,
530,PlayStation,Data Scientist,"$141,537/yr",$133K,$186K,"$141,537",No Reports,,
531,Iovation Inc,Data Scientist,"$122,060/yr",$90K,$129K,"$122,060",No Reports,,
532,Livongo Health,Data Scientist,"$115,000/yr",$81K,$115K,"$115,000","$11,500","$11,500","$30,095"
533,Second Measure,Data Scientist,"$148,072/yr",$146K,$155K,"$148,072",No Reports,,
534,Halliburton,Data Scientist,"$108,973/yr",$96K,$132K,"$108,973",No Reports,,
535,J.B. Hunt Transport,Data Scientist - Hourly Intern,$29/hr,$21,$29,,,,
536,Signify,Data Scientist - Hourly Intern,$36/hr,$33,$40,,,,
537,Square Root,Data Scientist,"$62,290/yr",$62K,$92K,"$62,290",No Reports,,
